objective,best_step,best_train_loss,eval_accuracy_mean,eval_accuracy_std,eval_loss_mean,image_grid
feature_matching,4,0.0035304632037878036,0.121,0.0,2.3068155899047853,results/mnist_smoke_fm_classwise_check/feature_matching/synthetic_grid.png
