objective,best_step,best_train_loss,eval_accuracy_mean,eval_accuracy_std,eval_loss_mean,image_grid
one_step,149,2.2903501987457275,0.123,0.0,2.3058076324462893,results/mnist_long_noise_onestep_300_check/one_step/synthetic_grid.png
