objective,best_step,best_train_loss,eval_accuracy_mean,eval_accuracy_std,eval_loss_mean,image_grid
gradient_matching,14,0.3226458430290222,0.12,0.0,2.3068019485473634,results/mnist_smoke_gm_classwise_check/gradient_matching/synthetic_grid.png
