objective,best_step,best_train_loss,eval_accuracy_mean,eval_accuracy_std,eval_loss_mean,image_grid
trajectory_matching,331,0.2180519849061966,0.1405,0.0,2.2983511123657228,results/mnist_raw_noise_tm_ssnlish_1000_check/trajectory_matching/synthetic_grid.png
