objective,best_step,best_train_loss,eval_accuracy_mean,eval_accuracy_std,eval_loss_mean,image_grid
one_step,972,2.2575714588165283,0.211,0.0,2.2886486587524413,results/mnist_long_uniform_onestep_perstep_1000_check/one_step/synthetic_grid.png
