objective,best_step,best_train_loss,eval_accuracy_mean,eval_accuracy_std,eval_loss_mean,image_grid
feature_matching,337,0.0005032995250076056,0.1405,0.0,2.285528610229492,results/mnist_raw_noise_fm_ssnlish_1000_check/feature_matching/synthetic_grid.png
