objective,best_step,best_train_loss,eval_accuracy_mean,eval_accuracy_std,eval_loss_mean,image_grid
feature_matching,4,0.002621888415887952,0.121,0.0,2.3068039169311523,results/mnist_smoke_fm_check/feature_matching/synthetic_grid.png
