objective,best_step,best_train_loss,eval_accuracy_mean,eval_accuracy_std,eval_loss_mean,image_grid
gradient_matching,25,0.18345099687576294,0.1425,0.0,2.289203887939453,results/mnist_smoke_gm_classwise_realinit_100_check/gradient_matching/synthetic_grid.png
