objective,best_step,best_train_loss,eval_accuracy_mean,eval_accuracy_std,eval_loss_mean,image_grid
one_step,2,2.298521041870117,0.126953125,0.0,2.303461015224457,results/mnist_paperlike_probe/one_step/synthetic_grid.png
